utilization;EDF_busy_period;FPS_busy_period;EDF_first_DM_miss;EDF_schedulable;FPS_schedulable;hyperperiod;Priority_i,Deadline_i,Period_i,ID_i,WCET_i,EDF_response_time_i,FPS_response_time_i,FPS_deadline_miss_task_i,utilization_context_switch_i,utilization_clock_i;;;;;;;;;;;;;;;;;;;
0.9;355992.0;355992.0;0;1;1;113400000;20,10000,10000,1,435,453.0,453.0,0,0.0018,0.0022199999999999998;19,39375,39375,2,334,805.0,805.0,0,0.00045714285714285713,0.0005638095238095238;18,45360,45360,3,200,1023.0,1023.0,0,0.0003968253968253968,0.0004894179894179894;17,54000,54000,4,4012,5392.0,5053.0,0,0.0003333333333333333,0.0004111111111111111;16,60000,60000,5,72,11392.0,5143.0,0,0.0003,0.00037;15,63000,63000,6,2064,14392.0,7225.0,0,0.00028571428571428574,0.0003523809523809524;14,67500,67500,7,5945,18892.0,13641.0,0,0.0002666666666666667,0.00032888888888888887;13,70000,70000,8,3269,21392.0,16928.0,0,0.00025714285714285715,0.00031714285714285715;12,75000,75000,9,8993,26392.0,26392.0,0,0.00024,0.000296;11,84000,84000,10,1566,34929.0,27976.0,0,0.00021428571428571427,0.0002642857142857143;10,90000,90000,11,11017,40929.0,39816.0,0,0.0002,0.0002466666666666667;9,129600,129600,12,256,80529.0,40543.0,0,0.0001388888888888889,0.0001712962962962963;8,131250,131250,13,3189,82179.0,43750.0,0,0.00013714285714285713,0.00016914285714285713;7,140000,140000,14,355,90929.0,44123.0,0,0.00012857142857142858,0.00015857142857142857;6,168750,168750,15,5006,119679.0,49365.0,0,0.00010666666666666667,0.00013155555555555555;5,180000,180000,16,6516,130929.0,60925.0,0,0.0001,0.00012333333333333334;4,181440,181440,17,30251,132369.0,148226.0,0,9.92063492063492e-05,0.00012235449735449735;3,189000,189000,18,729,135198.0,148973.0,0,9.523809523809524e-05,0.00011746031746031745;2,405000,405000,19,13687,269540.0,269540.0,0,4.4444444444444447e-05,5.481481481481481e-05;1,900000,900000,20,25106,355992.0,355992.0,0,2e-05,2.4666666666666665e-05
0.9;658370.0;658370.0;0;1;1;113400000;20,20000,20000,1,1562,1580.0,1580.0,0,0.0009,0.0011099999999999999;19,25200,25200,2,874,2472.0,2472.0,0,0.0007142857142857143,0.0008809523809523809;18,26250,26250,3,333,2823.0,2823.0,0,0.0006857142857142857,0.0008457142857142857;17,37800,37800,4,576,3417.0,3417.0,0,0.0004761904761904762,0.0005873015873015873;16,42000,42000,5,93,3528.0,3528.0,0,0.00042857142857142855,0.0005285714285714286;15,45000,45000,6,258,3804.0,3804.0,0,0.0004,0.0004933333333333334;14,56700,56700,7,1289,5111.0,5111.0,0,0.00031746031746031746,0.0003915343915343915;13,60480,60480,8,191,6673.0,5320.0,0,0.00029761904761904765,0.00036706349206349205;12,70875,70875,9,4783,17068.0,10121.0,0,0.00025396825396825396,0.00031322751322751324;11,75000,75000,10,6090,21193.0,16229.0,0,0.00024,0.000296;10,81000,81000,11,8123,27193.0,27193.0,0,0.00022222222222222223,0.00027407407407407404;9,90720,90720,12,5418,32629.0,32629.0,0,0.0001984126984126984,0.0002447089947089947;8,112500,112500,13,463,33110.0,33110.0,0,0.00016,0.00019733333333333332;7,141750,141750,14,2367,45072.0,35495.0,0,0.00012698412698412698,0.00015661375661375662;6,151200,151200,15,15205,54522.0,54522.0,0,0.00011904761904761905,0.00014682539682539682;5,168750,168750,16,2401,58248.0,58248.0,0,0.00010666666666666667,0.00013155555555555555;4,175000,175000,17,3410,63465.0,63465.0,0,0.00010285714285714286,0.00012685714285714286;3,189000,189000,18,4181,67664.0,67664.0,0,9.523809523809524e-05,0.00011746031746031745;2,420000,420000,19,60295,257605.0,257605.0,0,4.2857142857142856e-05,5.2857142857142855e-05;1,810000,810000,20,66936,628370.0,658370.0,0,2.2222222222222223e-05,2.7407407407407405e-05
0.9;416569.0;416569.0;0;1;1;113400000;20,10000,10000,1,312,330.0,330.0,0,0.0018,0.0022199999999999998;19,22500,22500,2,1381,1729.0,1729.0,0,0.0008,0.0009866666666666667;18,30240,30240,3,61,1808.0,1808.0,0,0.0005952380952380953,0.0007341269841269841;17,39375,39375,4,122,1948.0,1948.0,0,0.00045714285714285713,0.0005638095238095238;16,47250,47250,5,2311,4277.0,4277.0,0,0.00038095238095238096,0.0004698412698412698;15,50000,50000,6,2014,6309.0,6309.0,0,0.00036,0.000444;14,52500,52500,7,1226,8297.0,7553.0,0,0.00034285714285714285,0.00042285714285714284;13,56250,56250,8,3825,12047.0,11726.0,0,0.00032,0.00039466666666666665;12,60480,60480,9,2381,16277.0,14125.0,0,0.00029761904761904765,0.00036706349206349205;11,63000,63000,10,686,18797.0,14829.0,0,0.00028571428571428574,0.0003523809523809524;10,65625,65625,11,1131,21422.0,15978.0,0,0.00027428571428571427,0.00033828571428571425;9,70000,70000,12,3276,25797.0,19272.0,0,0.00025714285714285715,0.00031714285714285715;8,70875,70875,13,5398,26672.0,26417.0,0,0.00025396825396825396,0.00031322751322751324;7,87500,87500,14,11250,43297.0,38094.0,0,0.00020571428571428572,0.0002537142857142857;6,90720,90720,15,6536,46517.0,46517.0,0,0.0001984126984126984,0.0002447089947089947;5,113400,113400,16,6858,63580.0,69231.0,0,0.00015873015873015873,0.00019576719576719576;4,150000,150000,17,6705,85464.0,85464.0,0,0.00012,0.000148;3,196875,196875,18,8344,128615.0,138369.0,0,9.142857142857143e-05,0.00011276190476190476;2,567000,567000,19,10405,241355.0,241355.0,0,3.1746031746031745e-05,3.9153439153439155e-05;1,810000,810000,20,39203,416569.0,416569.0,0,2.2222222222222223e-05,2.7407407407407405e-05
0.9;359970.0;359970.0;0;1;1;113400000;20,10000,10000,1,1193,1211.0,1211.0,0,0.0018,0.0022199999999999998;19,20000,20000,2,268,1497.0,1497.0,0,0.0009,0.0011099999999999999;18,28350,28350,3,1335,2850.0,2850.0,0,0.0006349206349206349,0.000783068783068783;17,30240,30240,4,1725,4593.0,4593.0,0,0.0005952380952380953,0.0007341269841269841;16,42000,42000,5,1776,6387.0,6387.0,0,0.00042857142857142855,0.0005285714285714286;15,47250,47250,6,520,6925.0,6925.0,0,0.00038095238095238096,0.0004698412698412698;14,50000,50000,7,1087,8896.0,8030.0,0,0.00036,0.000444;13,54000,54000,8,3637,12896.0,12896.0,0,0.0003333333333333333,0.0004111111111111111;12,56250,56250,9,71,12985.0,12985.0,0,0.00032,0.00039466666666666665;11,65625,65625,10,6439,22241.0,19442.0,0,0.00027428571428571427,0.00033828571428571425;10,84000,84000,11,1573,40616.0,22530.0,0,0.00021428571428571427,0.0002642857142857143;9,84375,84375,12,198,40991.0,22746.0,0,0.00021333333333333333,0.0002631111111111111;8,87500,87500,13,4876,44116.0,27640.0,0,0.00020571428571428572,0.0002537142857142857;7,101250,101250,14,15290,57866.0,53400.0,0,0.00017777777777777779,0.00021925925925925924;6,108000,108000,15,2950,64616.0,64705.0,0,0.00016666666666666666,0.00020555555555555556;5,120000,120000,16,4548,69271.0,76939.0,0,0.00015,0.000185;4,131250,131250,17,877,77834.0,77834.0,0,0.00013714285714285713,0.00016914285714285713;3,168000,168000,18,4815,111520.0,97504.0,0,0.00010714285714285714,0.00013214285714285715;2,200000,200000,19,8190,143520.0,158508.0,0,9e-05,0.000111;1,700000,700000,20,24556,359970.0,359970.0,0,2.5714285714285714e-05,3.1714285714285715e-05
0.9;262212.0;262212.0;0;1;0;113400000;20,10000,10000,1,10,28.0,28.0,0,0.0018,0.0022199999999999998;19,20000,20000,2,1123,1169.0,1169.0,0,0.0009,0.0011099999999999999;18,30240,30240,3,761,1948.0,1948.0,0,0.0005952380952380953,0.0007341269841269841;17,33750,33750,4,2833,4799.0,4799.0,0,0.0005333333333333334,0.0006577777777777777;16,37800,37800,5,132,4949.0,4949.0,0,0.0004761904761904762,0.0005873015873015873;15,45000,45000,6,3664,8631.0,8631.0,0,0.0004,0.0004933333333333334;14,47250,47250,7,361,9883.0,9010.0,0,0.00038095238095238096,0.0004698412698412698;13,52500,52500,8,2699,15133.0,11755.0,0,0.00034285714285714285,0.00042285714285714284;12,56700,56700,9,4462,19333.0,16235.0,0,0.00031746031746031746,0.0003915343915343915;11,60480,60480,10,1306,23113.0,17559.0,0,0.00029761904761904765,0.00036706349206349205;10,63000,63000,11,6887,25633.0,25633.0,0,0.00028571428571428574,0.0003523809523809524;9,78750,78750,12,9526,38985.0,38985.0,0,0.00022857142857142857,0.0002819047619047619;8,90000,90000,13,3232,46342.0,43404.0,0,0.0002,0.0002466666666666667;7,100000,100000,14,2725,56342.0,50236.0,0,0.00018,0.000222;6,105000,105000,15,1106,61342.0,51360.0,0,0.00017142857142857143,0.00021142857142857142;5,140000,140000,16,8236,96342.0,98848.0,0,0.00012857142857142858,0.00015857142857142857;4,141750,141750,17,5308,98092.0,119436.0,0,0.00012698412698412698,0.00015661375661375662;3,168000,168000,18,10558,124342.0,208053.0,1,0.00010714285714285714,0.00013214285714285715;2,181440,181440,19,893,137782.0,233697.0,1,9.92063492063492e-05,0.00012235449735449735;1,810000,810000,20,3438,262212.0,262212.0,0,2.2222222222222223e-05,2.7407407407407405e-05
0.9;352724.0;352724.0;0;1;0;113400000;20,30240,30240,1,69,87.0,87.0,0,0.0005952380952380953,0.0007341269841269841;19,37800,37800,2,546,651.0,651.0,0,0.0004761904761904762,0.0005873015873015873;18,42000,42000,3,1587,2469.0,2256.0,0,0.00042857142857142855,0.0005285714285714286;17,45000,45000,4,1147,5469.0,3421.0,0,0.0004,0.0004933333333333334;16,45360,45360,5,2390,5829.0,5829.0,0,0.0003968253968253968,0.0004894179894179894;15,60480,60480,6,3622,9469.0,9469.0,0,0.00029761904761904765,0.00036706349206349205;14,70875,70875,7,4524,14011.0,14011.0,0,0.00025396825396825396,0.00031322751322751324;13,90000,90000,8,2907,27004.0,16936.0,0,0.0002,0.0002466666666666667;12,94500,94500,9,3720,31504.0,20674.0,0,0.00019047619047619048,0.0002349206349206349;11,108000,108000,10,8368,45004.0,29060.0,0,0.00016666666666666666,0.00020555555555555556;10,112500,112500,11,543,49504.0,29621.0,0,0.00016,0.00019733333333333332;9,120000,120000,12,6368,57004.0,36094.0,0,0.00015,0.000185;8,129600,129600,13,2923,66604.0,39599.0,0,0.0001388888888888889,0.0001712962962962963;7,140000,140000,14,2367,77004.0,41984.0,0,0.00012857142857142858,0.00015857142857142857;6,141750,141750,15,15489,78754.0,66396.0,0,0.00012698412698412698,0.00015661375661375662;5,168000,168000,16,7235,105004.0,78755.0,0,0.00010714285714285714,0.00013214285714285715;4,168750,168750,17,8,105754.0,78781.0,0,0.00010666666666666667,0.00013155555555555555;3,181440,181440,18,5822,118444.0,86226.0,0,9.92063492063492e-05,0.00012235449735449735;2,196875,196875,19,31416,133879.0,208062.0,1,9.142857142857143e-05,0.00011276190476190476;1,420000,420000,20,17961,332884.0,352724.0,0,4.2857142857142856e-05,5.2857142857142855e-05
0.9;279360.0;279360.0;0;1;0;113400000;20,33750,33750,1,432,940.0,450.0,0,0.0005333333333333334,0.0006577777777777777;19,35000,35000,2,1722,2190.0,2190.0,0,0.0005142857142857143,0.0006342857142857143;18,45000,45000,3,1866,4648.0,4074.0,0,0.0004,0.0004933333333333334;17,50000,50000,4,5556,9648.0,9648.0,0,0.00036,0.000444;16,54000,54000,5,1009,13383.0,10675.0,0,0.0003333333333333333,0.0004111111111111111;15,56700,56700,6,5390,16083.0,16083.0,0,0.00031746031746031746,0.0003915343915343915;14,67500,67500,7,4451,24281.0,20552.0,0,0.0002666666666666667,0.00032888888888888887;13,72000,72000,8,8211,28781.0,28781.0,0,0.00025,0.0003083333333333333;12,84000,84000,9,7812,39888.0,38801.0,0,0.00021428571428571427,0.0002642857142857143;11,87500,87500,10,4569,43388.0,43388.0,0,0.00020571428571428572,0.0002537142857142857;10,94500,94500,11,1278,49382.0,44684.0,0,0.00019047619047619048,0.0002349206349206349;9,100800,100800,12,800,55682.0,47386.0,0,0.00017857142857142857,0.00022023809523809523;8,105000,105000,13,1015,59882.0,48419.0,0,0.00017142857142857143,0.00021142857142857142;7,112500,112500,14,1134,67382.0,49571.0,0,0.00016,0.00019733333333333332;6,118125,118125,15,179,73007.0,49768.0,0,0.00015238095238095237,0.00018793650793650794;5,141750,141750,16,10467,96632.0,120146.0,0,0.00012698412698412698,0.00015661375661375662;4,162000,162000,17,9122,116882.0,129286.0,0,0.00011111111111111112,0.00013703703703703702;3,168000,168000,18,4761,122882.0,134065.0,0,0.00010714285714285714,0.00013214285714285715;2,196875,196875,19,4527,140482.0,242013.0,1,9.142857142857143e-05,0.00011276190476190476;1,450000,450000,20,5223,279360.0,279360.0,0,4e-05,4.933333333333333e-05
0.9;295784.0;295784.0;0;1;0;113400000;20,18900,18900,1,19,37.0,37.0,0,0.0009523809523809524,0.0011746031746031746;19,22500,22500,2,1106,1161.0,1161.0,0,0.0008,0.0009866666666666667;18,26250,26250,3,344,1523.0,1523.0,0,0.0006857142857142857,0.0008457142857142857;17,30240,30240,4,750,2291.0,2291.0,0,0.0005952380952380953,0.0007341269841269841;16,35000,35000,5,1092,4818.0,3401.0,0,0.0005142857142857143,0.0006342857142857143;15,47250,47250,6,82,17068.0,3501.0,0,0.00038095238095238096,0.0004698412698412698;14,50000,50000,7,16262,19818.0,19818.0,0,0.00036,0.000444;13,52500,52500,8,742,20578.0,20578.0,0,0.00034285714285714285,0.00042285714285714284;12,56700,56700,9,545,21141.0,21141.0,0,0.00031746031746031746,0.0003915343915343915;11,75600,75600,10,2037,28964.0,24320.0,0,0.0002380952380952381,0.00029365079365079364;10,87500,87500,11,4211,40864.0,28911.0,0,0.00020571428571428572,0.0002537142857142857;9,90000,90000,12,3265,43364.0,32962.0,0,0.0002,0.0002466666666666667;8,108000,108000,13,951,61364.0,33931.0,0,0.00016666666666666666,0.00020555555555555556;7,113400,113400,14,3226,66764.0,38322.0,0,0.00015873015873015873,0.00019576719576719576;6,118125,118125,15,10921,71489.0,71489.0,0,0.00015238095238095237,0.00018793650793650794;5,140000,140000,16,1149,90590.0,72656.0,0,0.00012857142857142858,0.00015857142857142857;4,141750,141750,17,7347,92340.0,82475.0,0,0.00012698412698412698,0.00015661375661375662;3,175000,175000,18,12631,125590.0,174072.0,0,0.00010285714285714286,0.00012685714285714286;2,181440,181440,19,5981,132030.0,226267.0,1,9.92063492063492e-05,0.00012235449735449735;1,504000,504000,20,4490,295784.0,295784.0,0,3.571428571428572e-05,4.404761904761905e-05
0.9;444573.0;444573.0;0;1;1;113400000;20,10000,10000,1,51,69.0,69.0,0,0.0018,0.0022199999999999998;19,26250,26250,2,687,774.0,774.0,0,0.0006857142857142857,0.0008457142857142857;18,45000,45000,3,622,4674.0,1414.0,0,0.0004,0.0004933333333333334;17,45360,45360,4,108,5034.0,1540.0,0,0.0003968253968253968,0.0004894179894179894;16,50400,50400,5,8447,10074.0,10074.0,0,0.00035714285714285714,0.00044047619047619046;15,52500,52500,6,602,10694.0,10694.0,0,0.00034285714285714285,0.00042285714285714284;14,54000,54000,7,587,11299.0,11299.0,0,0.0003333333333333333,0.0004111111111111111;13,60480,60480,8,217,17520.0,11534.0,0,0.00029761904761904765,0.00036706349206349205;12,63000,63000,9,2054,20040.0,13606.0,0,0.00028571428571428574,0.0003523809523809524;11,65625,65625,10,2894,22665.0,16518.0,0,0.00027428571428571427,0.00033828571428571425;10,70000,70000,11,9730,27040.0,27040.0,0,0.00025714285714285715,0.00031714285714285715;9,100000,100000,12,2958,30085.0,30085.0,0,0.00018,0.000222;8,118125,118125,13,3300,36358.0,33403.0,0,0.00015238095238095237,0.00018793650793650794;7,126000,126000,14,5814,44233.0,39235.0,0,0.00014285714285714287,0.0001761904761904762;6,140000,140000,15,4305,58233.0,43627.0,0,0.00012857142857142858,0.00015857142857142857;5,141750,141750,16,5018,59983.0,49429.0,0,0.00012698412698412698,0.00015661375661375662;4,162000,162000,17,2646,80233.0,62861.0,0,0.00011111111111111112,0.00013703703703703702;3,180000,180000,18,18944,98233.0,98233.0,0,0.0001,0.00012333333333333334;2,472500,472500,19,51770,325013.0,327677.0,0,3.809523809523809e-05,4.6984126984126986e-05;1,787500,787500,20,21937,444573.0,444573.0,0,2.2857142857142858e-05,2.819047619047619e-05
0.9;293656.0;293656.0;0;1;0;113400000;20,15750,15750,1,13,31.0,31.0,0,0.001142857142857143,0.0014095238095238095;19,26250,26250,2,204,253.0,253.0,0,0.0006857142857142857,0.0008457142857142857;18,42000,42000,3,6016,11364.0,6287.0,0,0.00042857142857142855,0.0005285714285714286;17,45000,45000,4,480,14364.0,6785.0,0,0.0004,0.0004933333333333334;16,47250,47250,5,4364,16614.0,11167.0,0,0.00038095238095238096,0.0004698412698412698;15,50000,50000,6,8148,19364.0,19364.0,0,0.00036,0.000444;14,50400,50400,7,20,19402.0,19402.0,0,0.00035714285714285714,0.00044047619047619046;13,60000,60000,8,217,19637.0,19637.0,0,0.0003,0.00037;12,67500,67500,9,65,25628.0,19720.0,0,0.0002666666666666667,0.00032888888888888887;11,75000,75000,10,1162,33128.0,20900.0,0,0.00024,0.000296;10,75600,75600,11,1889,33728.0,22807.0,0,0.0002380952380952381,0.00029365079365079364;9,90000,90000,12,8263,48128.0,31310.0,0,0.0002,0.0002466666666666667;8,100000,100000,13,1272,58128.0,32631.0,0,0.00018,0.000222;7,112500,112500,14,13384,70628.0,65670.0,0,0.00016,0.00019733333333333332;6,113400,113400,15,1433,71528.0,67121.0,0,0.00015873015873015873,0.00019576719576719576;5,118125,118125,16,6567,76253.0,73789.0,0,0.00015238095238095237,0.00018793650793650794;4,151200,151200,17,12810,109328.0,163428.0,1,0.00011904761904761905,0.00014682539682539682;3,168000,168000,18,813,112506.0,196801.0,1,0.00010714285714285714,0.00013214285714285715;2,168750,168750,19,3048,113256.0,216562.0,1,0.00010666666666666667,0.00013155555555555555;1,675000,675000,20,16067,293656.0,293656.0,0,2.6666666666666667e-05,3.288888888888889e-05
0.9;523973.0;523973.0;0;1;1;113400000;20,28350,28350,1,2408,2426.0,2426.0,0,0.0006349206349206349,0.000783068783068783;19,40000,40000,2,1409,3853.0,3853.0,0,0.00045,0.0005549999999999999;18,45000,45000,3,79,4163.0,3950.0,0,0.0004,0.0004933333333333334;17,45360,45360,4,325,4523.0,4293.0,0,0.0003968253968253968,0.0004894179894179894;16,54000,54000,5,8852,13163.0,13163.0,0,0.0003333333333333333,0.0004111111111111111;15,56250,56250,6,609,13790.0,13790.0,0,0.00032,0.00039466666666666665;14,60000,60000,7,1264,15072.0,15072.0,0,0.0003,0.00037;13,72000,72000,8,1825,27037.0,16915.0,0,0.00025,0.0003083333333333333;12,81000,81000,9,14450,36037.0,33809.0,0,0.00022222222222222223,0.00027407407407407404;11,84000,84000,10,5210,39037.0,39037.0,0,0.00021428571428571427,0.0002642857142857143;10,90720,90720,11,982,41464.0,41464.0,0,0.0001984126984126984,0.0002447089947089947;9,100000,100000,12,487,42228.0,41969.0,0,0.00018,0.000222;8,100800,100800,13,1041,43028.0,43028.0,0,0.00017857142857142857,0.00022023809523809523;7,101250,101250,14,82,43128.0,43128.0,0,0.00017777777777777779,0.00021925925925925924;6,180000,180000,15,7480,52397.0,51066.0,0,0.0001,0.00012333333333333334;5,189000,189000,16,2533,61397.0,53617.0,0,9.523809523809524e-05,0.00011746031746031745;4,196875,196875,17,2432,69272.0,69272.0,0,9.142857142857143e-05,0.00011276190476190476;3,200000,200000,18,2662,71952.0,71952.0,0,9e-05,0.000111;2,648000,648000,19,75908,415973.0,310795.0,0,2.777777777777778e-05,3.4259259259259255e-05;1,756000,756000,20,56032,523973.0,523973.0,0,2.380952380952381e-05,2.9365079365079363e-05
0.9;314346.0;314346.0;0;1;0;113400000;20,15750,15750,1,692,710.0,710.0,0,0.001142857142857143,0.0014095238095238095;19,20000,20000,2,1503,2231.0,2231.0,0,0.0009,0.0011099999999999999;18,22500,22500,3,1092,3341.0,3341.0,0,0.0008,0.0009866666666666667;17,28350,28350,4,960,4319.0,4319.0,0,0.0006349206349206349,0.000783068783068783;16,39375,39375,5,1612,5949.0,5949.0,0,0.00045714285714285713,0.0005638095238095238;15,52500,52500,6,719,13244.0,6686.0,0,0.00034285714285714285,0.00042285714285714284;14,64800,64800,7,975,25544.0,7679.0,0,0.0002777777777777778,0.0003425925925925926;13,67500,67500,8,1593,28244.0,9290.0,0,0.0002666666666666667,0.00032888888888888887;12,70000,70000,9,10203,30744.0,21742.0,0,0.00025714285714285715,0.00031714285714285715;11,78750,78750,10,373,39494.0,22133.0,0,0.00022857142857142857,0.0002819047619047619;10,81000,81000,11,6595,41744.0,30834.0,0,0.00022222222222222223,0.00027407407407407404;9,84375,84375,12,4557,45119.0,36119.0,0,0.00021333333333333333,0.0002631111111111111;8,87500,87500,13,7136,48244.0,48244.0,0,0.00020571428571428572,0.0002537142857142857;7,126000,126000,14,4568,76571.0,53567.0,0,0.00014285714285714287,0.0001761904761904762;6,129600,129600,15,2234,80171.0,55819.0,0,0.0001388888888888889,0.0001712962962962963;5,131250,131250,16,8723,81821.0,109354.0,0,0.00013714285714285713,0.00016914285714285713;4,150000,150000,17,1190,100571.0,111272.0,0,0.00012,0.000148;3,180000,180000,18,13332,130571.0,193972.0,1,0.0001,0.00012333333333333334;2,196875,196875,19,1071,132653.0,232241.0,1,9.142857142857143e-05,0.00011276190476190476;1,840000,840000,20,12758,314346.0,314346.0,0,2.1428571428571428e-05,2.6428571428571428e-05
0.9;431742.0;431742.0;0;1;1;113400000;20,37800,37800,1,518,2705.0,536.0,0,0.0004761904761904762,0.0005873015873015873;19,40000,40000,2,4351,4905.0,4905.0,0,0.00045,0.0005549999999999999;18,50000,50000,3,8831,13754.0,13754.0,0,0.00036,0.000444;17,52500,52500,4,329,14101.0,14101.0,0,0.00034285714285714285,0.00042285714285714284;16,56250,56250,5,513,14632.0,14632.0,0,0.00032,0.00039466666666666665;15,60000,60000,6,813,15463.0,15463.0,0,0.0003,0.00037;14,63000,63000,7,268,15749.0,15749.0,0,0.00028571428571428574,0.0003523809523809524;13,65625,65625,8,866,17602.0,16633.0,0,0.00027428571428571427,0.00033828571428571425;12,67500,67500,9,1934,19477.0,18585.0,0,0.0002666666666666667,0.00032888888888888887;11,70000,70000,10,3374,21977.0,21977.0,0,0.00025714285714285715,0.00031714285714285715;10,120000,120000,11,1950,58963.0,23945.0,0,0.00015,0.000185;9,131250,131250,12,4586,70213.0,28549.0,0,0.00013714285714285713,0.00016914285714285713;8,141750,141750,13,2343,80713.0,30910.0,0,0.00012698412698412698,0.00015661375661375662;7,150000,150000,14,8250,88963.0,39714.0,0,0.00012,0.000148;6,157500,157500,15,1219,96463.0,45320.0,0,0.00011428571428571428,0.00014095238095238096;5,168750,168750,16,17094,107713.0,84409.0,0,0.00010666666666666667,0.00013155555555555555;4,175000,175000,17,19273,113963.0,113963.0,0,0.00010285714285714286,0.00012685714285714286;3,196875,196875,18,4587,118568.0,118568.0,0,9.142857142857143e-05,0.00011276190476190476;2,450000,450000,19,36011,298181.0,298181.0,0,4e-05,4.933333333333333e-05;1,648000,648000,20,14675,431742.0,431742.0,0,2.777777777777778e-05,3.4259259259259255e-05
0.9;255201.0;255201.0;0;1;0;113400000;20,25200,25200,1,1290,1308.0,1308.0,0,0.0007142857142857143,0.0008809523809523809;19,39375,39375,2,1360,7756.0,2686.0,0,0.00045714285714285713,0.0005638095238095238;18,45360,45360,3,1909,13741.0,4613.0,0,0.0003968253968253968,0.0004894179894179894;17,47250,47250,4,710,15631.0,5341.0,0,0.00038095238095238096,0.0004698412698412698;16,50000,50000,5,1359,18381.0,6718.0,0,0.00036,0.000444;15,50400,50400,6,791,18781.0,7527.0,0,0.00035714285714285714,0.00044047619047619046;14,52500,52500,7,979,20881.0,8524.0,0,0.00034285714285714285,0.00042285714285714284;13,54000,54000,8,1725,22381.0,10267.0,0,0.0003333333333333333,0.0004111111111111111;12,60480,60480,9,3499,28861.0,13784.0,0,0.00029761904761904765,0.00036706349206349205;11,64800,64800,10,14678,33181.0,29788.0,0,0.0002777777777777778,0.0003425925925925926;10,65625,65625,11,240,34006.0,30046.0,0,0.00027428571428571427,0.00033828571428571425;9,67500,67500,12,5817,35881.0,35881.0,0,0.0002666666666666667,0.00032888888888888887;8,75600,75600,13,4600,40499.0,41877.0,0,0.0002380952380952381,0.00029365079365079364;7,100800,100800,14,10583,61156.0,95632.0,0,0.00017857142857142857,0.00022023809523809523;6,101250,101250,15,504,61606.0,96154.0,0,0.00017777777777777779,0.00021925925925925924;5,112500,112500,16,3856,72856.0,117385.0,1,0.00016,0.00019733333333333332;4,140000,140000,17,4184,100356.0,167338.0,1,0.00012857142857142858,0.00015857142857142857;3,168000,168000,18,737,128356.0,172295.0,1,0.00010714285714285714,0.00013214285714285715;2,181440,181440,19,5977,141796.0,180353.0,0,9.92063492063492e-05,0.00012235449735449735;1,504000,504000,20,2295,255201.0,255201.0,0,3.571428571428572e-05,4.404761904761905e-05
0.9;345669.0;345669.0;0;1;1;113400000;20,20000,20000,1,852,870.0,870.0,0,0.0009,0.0011099999999999999;19,40000,40000,2,1015,1903.0,1903.0,0,0.00045,0.0005549999999999999;18,47250,47250,3,5830,7751.0,7751.0,0,0.00038095238095238096,0.0004698412698412698;17,56700,56700,4,794,11740.0,8563.0,0,0.00031746031746031746,0.0003915343915343915;16,63000,63000,5,1122,18040.0,9703.0,0,0.00028571428571428574,0.0003523809523809524;15,65625,65625,6,3425,20665.0,13146.0,0,0.00027428571428571427,0.00033828571428571425;14,72000,72000,7,4278,27040.0,17442.0,0,0.00025,0.0003083333333333333;13,75000,75000,8,11710,30040.0,30040.0,0,0.00024,0.000296;12,81000,81000,9,4282,34340.0,34340.0,0,0.00022222222222222223,0.00027407407407407404;11,84375,84375,10,3210,37568.0,37568.0,0,0.00021333333333333333,0.0002631111111111111;10,87500,87500,11,465,39093.0,38051.0,0,0.00020571428571428572,0.0002537142857142857;9,94500,94500,12,3628,46093.0,43600.0,0,0.00019047619047619048,0.0002349206349206349;8,105000,105000,13,7127,56593.0,56593.0,0,0.00017142857142857143,0.00021142857142857142;7,112500,112500,14,1446,58057.0,58869.0,0,0.00016,0.00019733333333333332;6,120000,120000,15,363,59250.0,59250.0,0,0.00015,0.000185;5,129600,129600,16,274,59542.0,59542.0,0,0.0001388888888888889,0.0001712962962962963;4,181440,181440,17,1699,108262.0,62129.0,0,9.92063492063492e-05,0.00012235449735449735;3,189000,189000,18,6940,115822.0,119393.0,0,9.523809523809524e-05,0.00011746031746031745;2,196875,196875,19,10992,123697.0,137562.0,0,9.142857142857143e-05,0.00011276190476190476;1,405000,405000,20,30627,327330.0,345669.0,0,4.4444444444444447e-05,5.481481481481481e-05
